Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:66667777:8888")`"IPV6 1111:2222:3333:4444:5555:66667777:8888 should be invalid");" is 149.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:77778888")`"IPV6 1111:2222:3333:4444:5555:6666:77778888 should be invalid");" is 149.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:8888:")`"IPV6 1111:2222:3333:4444:5555:6666:7777:8888: should be invalid");" is 153.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:")`"IPV6 1111:2222:3333:4444:5555:6666:7777: should be invalid");" is 143.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:")`"IPV6 1111:2222:3333:4444:5555:6666: should be invalid");" is 133.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:")`"IPV6 1111:2222:3333:4444:5555: should be invalid");" is 123.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":4444:5555:6666:7777:8888")`"IPV6 :4444:5555:6666:7777:8888 should be invalid");" is 123.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":3333:4444:5555:6666:7777:8888")`"IPV6 :3333:4444:5555:6666:7777:8888 should be invalid");" is 133.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":2222:3333:4444:5555:6666:7777:8888")`"IPV6 :2222:3333:4444:5555:6666:7777:8888 should be invalid");" is 143.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444:5555:6666:7777:8888")`"IPV6 :1111:2222:3333:4444:5555:6666:7777:8888 should be invalid");" is 153.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":::2222:3333:4444:5555:6666:7777:8888")`"IPV6 :::2222:3333:4444:5555:6666:7777:8888 should be invalid");" is 147.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:::3333:4444:5555:6666:7777:8888")`"IPV6 1111:::3333:4444:5555:6666:7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:::4444:5555:6666:7777:8888")`"IPV6 1111:2222:::4444:5555:6666:7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:::5555:6666:7777:8888")`"IPV6 1111:2222:3333:::5555:6666:7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:::6666:7777:8888")`"IPV6 1111:2222:3333:4444:::6666:7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:::7777:8888")`"IPV6 1111:2222:3333:4444:5555:::7777:8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:::8888")`"IPV6 1111:2222:3333:4444:5555:6666:::8888 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:::")`"IPV6 1111:2222:3333:4444:5555:6666:7777::: should be invalid");" is 147.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222::4444:5555:6666:7777:8888")`"IPV6 ::2222::4444:5555:6666:7777:8888 should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333::5555:6666:7777:8888")`"IPV6 ::2222:3333::5555:6666:7777:8888 should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444::6666:7777:8888")`"IPV6 ::2222:3333:4444::6666:7777:8888 should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444:5555::7777:8888")`"IPV6 ::2222:3333:4444:5555::7777:8888 should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444:5555:7777::8888")`"IPV6 ::2222:3333:4444:5555:7777::8888 should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444:5555:7777:8888::")`"IPV6 ::2222:3333:4444:5555:7777:8888:: should be invalid");" is 139.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333::5555:6666:7777:8888")`"IPV6 1111::3333::5555:6666:7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333:4444::6666:7777:8888")`"IPV6 1111::3333:4444::6666:7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333:4444:5555::7777:8888")`"IPV6 1111::3333:4444:5555::7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333:4444:5555:6666::8888")`"IPV6 1111::3333:4444:5555:6666::8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111::3333:4444:5555:6666:7777::")`"IPV6 1111::3333:4444:5555:6666:7777:: should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::4444::6666:7777:8888")`"IPV6 1111:2222::4444::6666:7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::4444:5555::7777:8888")`"IPV6 1111:2222::4444:5555::7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::4444:5555:6666::8888")`"IPV6 1111:2222::4444:5555:6666::8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222::4444:5555:6666:7777::")`"IPV6 1111:2222::4444:5555:6666:7777:: should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333::5555::7777:8888")`"IPV6 1111:2222:3333::5555::7777:8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333::5555:6666::8888")`"IPV6 1111:2222:3333::5555:6666::8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333::5555:6666:7777::")`"IPV6 1111:2222:3333::5555:6666:7777:: should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444::6666::8888")`"IPV6 1111:2222:3333:4444::6666::8888 should be invalid");" is 135.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444::6666:7777::")`"IPV6 1111:2222:3333:4444::6666:7777:: should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555::7777::")`"IPV6 1111:2222:3333:4444:5555::7777:: should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:8888:1.2.3.4")`"IPV6 1111:2222:3333:4444:5555:6666:7777:8888:1.2.3.4 should be invalid");" is 167.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:1.2.3.4")`"IPV6 1111:2222:3333:4444:5555:6666:7777:1.2.3.4 should be invalid");" is 157.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666::1.2.3.4")`"IPV6 1111:2222:3333:4444:5555:6666::1.2.3.4 should be invalid");" is 149.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444:5555:6666:7777:1.2.3.4")`"IPV6 ::2222:3333:4444:5555:6666:7777:1.2.3.4 should be invalid");" is 151.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:1.2.3.4.5")`"IPV6 1111:2222:3333:4444:5555:6666:1.2.3.4.5 should be invalid");" is 151.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:1.2.3.4")`"IPV6 1111:2222:3333:4444:5555:1.2.3.4 should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:1.2.3.4")`"IPV6 1111:2222:3333:4444:1.2.3.4 should be invalid");" is 127.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("11112222:3333:4444:5555:6666:1.2.3.4")`"IPV6 11112222:3333:4444:5555:6666:1.2.3.4 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:22223333:4444:5555:6666:1.2.3.4")`"IPV6 1111:22223333:4444:5555:6666:1.2.3.4 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:33334444:5555:6666:1.2.3.4")`"IPV6 1111:2222:33334444:5555:6666:1.2.3.4 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:44445555:6666:1.2.3.4")`"IPV6 1111:2222:3333:44445555:6666:1.2.3.4 should be invalid");" is 145.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:55556666:1.2.3.4")`"IPV6 1111:2222:3333:4444:55556666:1.2.3.4 should be invalid");" is 145.,84
